user_id,transaction_date,revenue,platform,acquisition_channel
user_233,07-05-2024,74.24,web,Email Campaign
user_233,15-08-2024,7.77,web,Email Campaign
user_233,02-09-2024,16.26,web,Organic Search
user_233,16-04-2024,99.36,web,Email Campaign
user_235,29-07-2024,47.21,web,Google Ads
user_235,27-09-2024,28.85,web,Organic Search
user_237,13-11-2024,76.42,web,Google Ads
user_239,30-10-2024,60.25,web,Organic Search
user_239,30-11-2024,36.00,app,Email Campaign
user_240,20-09-2024,83.20,app,Facebook Ads
user_240,04-09-2024,24.42,web,Organic Search
user_240,31-08-2024,86.23,web,Google Ads
user_240,22-11-2024,14.03,app,Email Campaign
user_240,22-10-2024,70.89,app,Facebook Ads
user_240,15-05-2024,19.40,app,Email Campaign
user_241,02-07-2024,42.22,web,Google Ads
user_241,29-12-2024,10.83,web,Google Ads
user_241,09-09-2024,24.05,web,Email Campaign
user_241,22-11-2024,26.89,web,Referral
user_242,24-09-2024,35.90,app,Organic Search
user_243,30-09-2024,98.56,app,Email Campaign
user_243,21-12-2024,61.11,web,Organic Search
user_243,28-11-2024,76.61,web,Facebook Ads
user_243,27-10-2024,54.17,web,Facebook Ads
user_243,16-09-2024,30.21,web,Referral
user_243,05-06-2024,72.87,app,Google Ads
user_243,24-08-2024,53.34,web,Google Ads
user_243,13-05-2024,20.11,web,Organic Search
user_244,15-06-2024,85.79,web,Facebook Ads
user_244,07-09-2024,9.93,web,Referral
user_244,03-11-2024,19.95,web,Google Ads
user_244,16-03-2024,68.75,web,Google Ads
user_244,02-12-2024,41.15,web,Referral
user_244,04-12-2024,79.31,web,Facebook Ads
user_247,08-09-2024,81.00,web,Referral
user_247,01-04-2024,17.51,app,Referral
user_247,16-04-2024,34.43,web,Organic Search
user_247,20-11-2024,80.68,web,Organic Search
user_247,05-05-2024,84.12,app,Facebook Ads
user_247,05-12-2024,9.92,web,Email Campaign
user_248,13-10-2024,74.61,web,Organic Search
user_248,10-11-2024,32.15,web,Organic Search
user_249,31-07-2024,94.72,web,Organic Search
user_249,22-06-2024,76.34,web,Email Campaign
user_249,21-11-2024,31.25,web,Google Ads
user_249,20-09-2024,47.76,app,Facebook Ads
user_249,21-02-2024,57.04,app,Google Ads
user_250,26-10-2024,54.37,web,Organic Search
user_250,12-12-2024,54.10,app,Facebook Ads
user_250,23-07-2024,57.21,web,Facebook Ads
user_250,26-10-2024,12.18,app,Organic Search
user_251,11-09-2024,48.51,web,Facebook Ads
user_251,07-10-2024,28.83,web,Google Ads
user_251,13-07-2024,60.44,web,Organic Search
user_251,30-07-2024,16.12,web,Email Campaign
user_252,21-10-2024,60.82,app,Google Ads
user_252,26-11-2024,64.61,web,Google Ads
user_252,02-07-2024,47.77,app,Referral
user_252,29-04-2024,84.78,web,Google Ads
user_252,25-11-2024,46.19,web,Organic Search
user_253,14-09-2024,46.27,app,Facebook Ads
user_254,28-07-2024,71.58,web,Google Ads
user_254,11-10-2024,88.36,app,Google Ads
user_254,18-04-2024,12.33,app,Organic Search
user_254,10-04-2024,45.35,web,Google Ads
user_254,25-02-2024,12.71,app,Facebook Ads
user_254,18-03-2024,41.41,web,Email Campaign
user_254,01-08-2024,42.76,web,Organic Search
user_255,07-09-2024,24.59,app,Google Ads
user_255,25-12-2024,86.68,web,Organic Search
user_255,23-08-2024,28.60,app,Facebook Ads
user_256,30-12-2024,18.72,app,Facebook Ads
user_256,24-06-2024,32.78,web,Google Ads
user_256,13-11-2024,33.60,web,Email Campaign
user_256,19-07-2024,93.08,web,Organic Search
user_256,20-12-2024,43.83,app,Email Campaign
user_257,09-08-2024,75.94,app,Referral
user_257,10-10-2024,15.49,web,Referral
user_257,06-12-2024,28.75,web,Google Ads
user_261,23-04-2024,52.80,web,Email Campaign
user_261,01-04-2024,84.60,app,Organic Search
user_261,13-11-2024,6.26,web,Email Campaign
user_261,01-04-2024,22.03,web,Email Campaign
user_261,08-09-2024,5.19,app,Referral
user_261,23-01-2024,33.19,web,Google Ads
user_261,10-05-2024,20.75,app,Facebook Ads
user_261,22-05-2024,65.29,web,Facebook Ads
user_261,24-07-2024,25.13,web,Organic Search
user_262,10-08-2024,98.69,web,Google Ads
user_262,18-06-2024,69.50,web,Facebook Ads
user_262,18-10-2024,87.70,web,Email Campaign
user_262,17-07-2024,62.54,web,Email Campaign
user_263,24-10-2024,24.59,web,Google Ads
user_263,14-10-2024,78.43,app,Google Ads
user_263,08-12-2024,80.31,web,Email Campaign
user_263,05-11-2024,64.70,web,Referral
user_263,01-11-2024,74.48,web,Google Ads
user_264,21-07-2024,80.20,web,Organic Search
user_264,19-08-2024,86.22,app,Organic Search
user_264,11-08-2024,12.19,web,Facebook Ads
user_264,12-05-2024,24.76,web,Referral
user_264,19-11-2024,56.47,app,Referral
user_264,19-07-2024,66.59,web,Facebook Ads
user_265,19-12-2024,99.73,web,Email Campaign
user_265,02-12-2024,38.30,web,Organic Search
user_267,12-11-2024,50.98,web,Referral
user_268,10-09-2024,11.31,app,Facebook Ads
user_269,10-09-2024,75.51,web,Google Ads
user_270,01-11-2024,19.87,web,Email Campaign
user_270,24-10-2024,41.69,web,Google Ads
user_270,10-10-2024,61.98,app,Referral
user_271,06-08-2024,17.70,web,Facebook Ads
user_272,20-12-2024,55.66,web,Organic Search
user_273,23-11-2024,49.00,web,Organic Search
user_274,16-12-2024,67.89,app,Referral
user_276,13-06-2024,28.12,web,Facebook Ads
user_276,01-09-2024,35.69,app,Organic Search
user_276,27-10-2024,74.94,web,Email Campaign
user_276,25-10-2024,13.96,app,Google Ads
user_276,07-09-2024,72.15,app,Organic Search
user_276,10-12-2024,90.79,app,Organic Search
user_280,27-07-2024,64.34,app,Facebook Ads
user_280,18-08-2024,11.59,web,Organic Search
user_281,13-05-2024,41.98,web,Organic Search
user_282,04-09-2024,40.29,web,Organic Search
user_282,07-07-2024,47.09,web,Google Ads
user_282,03-11-2024,72.93,web,Organic Search
user_282,22-11-2024,69.10,web,Facebook Ads
user_282,31-07-2024,20.90,web,Google Ads
user_282,15-07-2024,71.23,web,Facebook Ads
user_284,30-11-2024,24.40,web,Facebook Ads
user_284,11-10-2024,95.13,web,Facebook Ads
user_284,30-10-2024,7.37,web,Referral
user_285,16-05-2024,96.29,web,Facebook Ads
user_285,29-07-2024,88.75,web,Google Ads
user_285,12-12-2024,66.04,web,Organic Search
user_285,23-09-2024,71.75,web,Facebook Ads
user_285,21-11-2024,62.65,app,Organic Search
user_285,03-05-2024,52.65,app,Organic Search
user_286,28-10-2024,89.04,web,Organic Search
user_288,26-11-2024,89.73,web,Organic Search
user_288,30-12-2024,11.75,web,Facebook Ads
user_288,12-11-2024,30.51,web,Referral
user_289,27-07-2024,20.77,web,Referral
user_289,18-05-2024,19.78,web,Email Campaign
user_289,18-05-2024,17.32,web,Google Ads
user_290,16-05-2024,10.94,web,Referral
user_290,12-12-2024,78.80,web,Facebook Ads
user_290,03-06-2024,33.73,web,Email Campaign
user_290,11-11-2024,60.17,web,Organic Search
user_291,27-07-2024,48.66,web,Google Ads
user_291,06-09-2024,31.78,web,Email Campaign
user_291,20-08-2024,59.56,web,Google Ads
user_291,06-09-2024,34.82,web,Email Campaign
user_291,24-06-2024,89.50,web,Organic Search
user_291,13-08-2024,49.73,web,Referral
user_292,14-09-2024,43.65,web,Referral
user_294,19-04-2024,40.36,web,Referral
user_294,31-03-2024,31.47,web,Email Campaign
user_294,10-10-2024,83.44,web,Email Campaign
user_294,25-08-2024,58.08,web,Organic Search
user_295,26-11-2024,57.89,app,Email Campaign
user_297,26-02-2024,87.71,app,Referral
user_297,04-08-2024,27.05,web,Google Ads
user_297,11-10-2024,32.93,web,Organic Search
user_297,30-04-2024,94.74,web,Organic Search
user_298,17-08-2024,77.24,web,Email Campaign
user_298,19-11-2024,40.70,app,Facebook Ads
user_299,29-08-2024,9.32,web,Organic Search
user_299,27-07-2024,68.65,web,Referral
user_299,25-05-2024,9.77,web,Google Ads
user_300,30-06-2024,80.62,app,Google Ads
user_300,16-11-2024,73.84,web,Google Ads
user_300,09-09-2024,92.62,web,Organic Search
user_300,10-08-2024,42.25,app,Organic Search
user_302,05-06-2024,6.82,app,Google Ads
user_302,08-10-2024,44.77,web,Email Campaign
user_302,18-06-2024,32.91,web,Referral
user_302,23-11-2024,67.07,web,Referral
user_303,04-06-2024,61.96,web,Facebook Ads
user_303,01-08-2024,31.75,app,Referral
user_304,27-11-2024,64.16,app,Facebook Ads
user_307,30-10-2024,48.02,web,Organic Search
user_307,20-08-2024,27.80,app,Email Campaign
user_307,30-04-2024,91.76,web,Facebook Ads
user_307,17-06-2024,76.36,app,Facebook Ads
user_307,02-11-2024,90.91,app,Facebook Ads
user_307,27-07-2024,5.65,web,Email Campaign
user_307,19-05-2024,44.06,web,Facebook Ads
user_308,27-09-2024,34.82,web,Google Ads
user_308,15-08-2024,74.32,app,Email Campaign
user_309,24-11-2024,21.47,web,Referral
user_310,03-10-2024,20.62,web,Email Campaign
user_310,17-11-2024,90.73,web,Referral
user_310,08-12-2024,93.50,app,Organic Search
user_311,28-10-2024,79.10,web,Email Campaign
user_311,04-10-2024,16.28,app,Email Campaign
user_312,10-05-2024,61.51,app,Referral
user_312,11-04-2024,87.03,web,Facebook Ads
user_312,03-10-2024,58.96,web,Email Campaign
user_312,18-10-2024,98.44,web,Facebook Ads
user_313,10-12-2024,9.78,web,Referral
user_313,10-08-2024,99.00,web,Google Ads
user_313,30-12-2024,90.29,app,Organic Search
user_314,29-12-2024,9.92,web,Email Campaign
user_314,29-11-2024,84.29,web,Email Campaign
user_314,17-12-2024,26.02,web,Email Campaign
user_314,27-11-2024,83.24,web,Google Ads
user_314,17-12-2024,6.59,web,Facebook Ads
user_315,29-08-2024,94.03,web,Organic Search
user_315,27-12-2024,36.55,app,Email Campaign
user_315,16-09-2024,16.05,web,Organic Search
user_315,11-11-2024,69.73,app,Referral
user_316,31-12-2024,15.06,web,Email Campaign
user_319,03-11-2024,9.77,web,Facebook Ads
user_319,17-06-2024,64.83,web,Facebook Ads
user_319,30-09-2024,55.47,web,Email Campaign
user_319,13-04-2024,47.17,app,Email Campaign
user_319,14-06-2024,27.53,web,Email Campaign
user_319,19-02-2024,28.86,app,Facebook Ads
user_319,19-05-2024,31.07,app,Organic Search
user_321,22-08-2024,17.58,web,Organic Search
user_321,03-08-2024,99.77,web,Google Ads
user_321,18-08-2024,16.44,app,Facebook Ads
user_321,22-10-2024,89.28,web,Referral
user_321,30-08-2024,78.75,web,Google Ads
user_322,03-12-2024,67.86,web,Facebook Ads
user_322,19-11-2024,83.86,app,Google Ads
user_323,16-12-2024,25.30,web,Organic Search
user_323,10-11-2024,86.51,app,Google Ads
user_324,19-11-2024,30.79,app,Referral
user_325,10-11-2024,35.17,web,Email Campaign
user_326,24-12-2024,32.30,web,Facebook Ads
user_327,29-10-2024,77.11,app,Referral
user_327,11-10-2024,24.82,web,Referral
user_327,22-11-2024,74.72,web,Facebook Ads
user_329,22-06-2024,28.42,app,Referral
user_329,24-02-2024,37.04,web,Google Ads
user_329,20-09-2024,15.56,web,Referral
user_330,04-06-2024,56.83,web,Email Campaign
user_330,29-09-2024,55.84,web,Referral
user_330,11-08-2024,99.30,web,Referral
user_330,20-10-2024,21.06,web,Organic Search
user_330,01-12-2024,65.60,app,Facebook Ads
user_331,23-09-2024,63.78,web,Email Campaign
user_331,31-08-2024,31.50,web,Email Campaign
user_331,20-05-2024,62.30,web,Referral
user_331,19-08-2024,49.74,web,Google Ads
user_332,30-10-2024,29.04,app,Referral
user_332,03-05-2024,16.97,app,Organic Search
user_332,26-10-2024,35.81,web,Google Ads
user_332,13-10-2024,62.30,web,Referral
user_333,22-04-2024,31.21,app,Email Campaign
user_333,21-10-2024,70.77,web,Email Campaign
user_333,11-03-2024,28.85,web,Email Campaign
user_333,20-02-2024,16.59,app,Organic Search
user_333,10-03-2024,99.71,web,Google Ads
user_334,24-03-2024,49.21,web,Google Ads
user_334,24-08-2024,84.99,web,Facebook Ads
user_335,13-10-2024,21.59,web,Google Ads
user_336,25-10-2024,89.59,web,Email Campaign
user_337,11-09-2024,17.11,app,Facebook Ads
user_337,15-09-2024,18.61,app,Referral
user_337,10-05-2024,54.92,web,Referral
user_337,21-11-2024,34.25,app,Referral
user_337,06-05-2024,60.21,web,Email Campaign
user_338,08-09-2024,17.14,web,Referral
user_338,22-08-2024,57.87,web,Referral
user_338,12-11-2024,48.76,web,Email Campaign
user_338,13-09-2024,89.96,web,Organic Search
user_340,20-12-2024,19.08,web,Email Campaign
user_341,28-11-2024,57.55,app,Facebook Ads
user_341,16-12-2024,27.83,web,Referral
user_342,18-06-2024,83.82,app,Organic Search
user_342,28-05-2024,87.99,app,Organic Search
user_342,14-10-2024,35.40,web,Google Ads
user_342,15-10-2024,68.89,web,Email Campaign
user_342,25-07-2024,17.65,web,Organic Search
user_342,18-10-2024,59.96,web,Email Campaign
user_343,26-08-2024,87.92,web,Organic Search
user_343,01-09-2024,79.13,web,Google Ads
user_343,06-06-2024,34.22,web,Email Campaign
user_345,19-11-2024,31.40,app,Organic Search
user_345,21-09-2024,15.02,web,Organic Search
user_345,27-06-2024,33.09,app,Facebook Ads
user_346,20-10-2024,97.82,web,Referral
user_347,27-12-2024,74.58,app,Email Campaign
user_348,19-06-2024,36.48,web,Organic Search
user_348,03-05-2024,48.15,web,Google Ads
user_348,27-11-2024,80.05,web,Organic Search
user_348,22-05-2024,82.50,web,Google Ads
user_348,07-10-2024,20.77,web,Referral
user_348,20-11-2024,15.84,app,Email Campaign
user_349,17-11-2024,63.33,web,Referral
user_349,29-10-2024,44.42,app,Google Ads
user_349,19-12-2024,29.93,web,Facebook Ads
user_350,03-11-2024,20.44,web,Referral
user_350,03-11-2024,8.99,web,Email Campaign
user_351,16-09-2024,29.15,web,Referral
user_351,09-05-2024,69.45,web,Google Ads
user_351,01-06-2024,21.35,app,Organic Search
user_352,24-02-2024,94.26,app,Google Ads
user_352,27-05-2024,24.07,web,Facebook Ads
user_352,03-05-2024,92.00,web,Facebook Ads
user_352,15-07-2024,23.54,web,Facebook Ads
user_353,21-11-2024,42.44,web,Organic Search
user_353,08-07-2024,45.15,app,Google Ads
user_353,01-05-2024,19.17,app,Organic Search
user_353,30-11-2024,13.18,app,Google Ads
user_353,19-11-2024,17.56,web,Referral
user_353,17-09-2024,10.18,web,Organic Search
user_353,25-10-2024,41.41,web,Google Ads
user_354,02-11-2024,80.98,web,Referral
user_354,08-12-2024,49.28,web,Email Campaign
user_354,20-09-2024,28.50,app,Referral
user_355,24-09-2024,10.66,web,Facebook Ads
user_355,19-06-2024,54.72,web,Facebook Ads
user_356,30-05-2024,41.74,web,Email Campaign
user_356,25-09-2024,88.94,web,Facebook Ads
user_357,19-09-2024,7.45,web,Email Campaign
user_357,05-07-2024,58.00,app,Google Ads
user_358,22-11-2024,22.60,web,Email Campaign
user_358,11-04-2024,36.39,web,Google Ads
user_358,22-04-2024,98.48,app,Google Ads
user_358,28-09-2024,70.62,app,Google Ads
user_358,28-04-2024,93.16,web,Referral
user_360,28-07-2024,77.77,web,Referral
user_360,01-10-2024,36.86,web,Facebook Ads
user_361,11-10-2024,34.96,web,Email Campaign
user_361,20-07-2024,14.21,web,Facebook Ads
user_361,11-03-2024,60.83,web,Referral
user_361,28-04-2024,64.64,web,Organic Search
user_361,09-02-2024,35.87,web,Email Campaign
user_361,08-08-2024,42.94,web,Organic Search
user_361,08-12-2024,81.99,web,Referral
user_361,10-07-2024,40.35,web,Referral
user_362,14-05-2024,18.30,web,Email Campaign
user_363,20-11-2024,65.12,app,Email Campaign
user_363,20-12-2024,6.05,app,Email Campaign
user_364,21-09-2024,68.58,web,Email Campaign
user_364,22-10-2024,59.68,web,Google Ads
user_364,09-09-2024,57.58,web,Facebook Ads
user_364,25-08-2024,75.52,web,Facebook Ads
user_364,11-10-2024,79.12,web,Organic Search
user_364,13-10-2024,75.75,web,Email Campaign
user_365,06-07-2024,46.85,web,Email Campaign
user_365,21-07-2024,61.93,web,Google Ads
user_365,17-06-2024,5.61,web,Google Ads
user_365,28-05-2024,13.67,web,Facebook Ads
user_365,05-10-2024,17.22,web,Google Ads
user_365,19-09-2024,7.94,app,Referral
user_366,08-07-2024,23.65,web,Referral
user_366,10-11-2024,59.83,app,Facebook Ads
user_367,22-08-2024,76.24,app,Google Ads
user_367,08-09-2024,22.17,web,Referral
user_368,18-03-2024,60.86,web,Google Ads
user_368,21-03-2024,21.85,app,Facebook Ads
user_368,03-03-2024,72.92,web,Referral
user_368,27-12-2024,62.46,web,Google Ads
user_368,21-05-2024,80.87,app,Organic Search
user_368,06-12-2024,72.17,web,Facebook Ads
user_369,14-04-2024,6.80,app,Email Campaign
user_369,05-07-2024,17.63,web,Google Ads
user_370,30-12-2024,90.81,web,Referral
user_370,29-10-2024,27.71,app,Referral
user_371,31-10-2024,24.92,app,Email Campaign
user_372,27-12-2024,40.52,app,Google Ads
user_372,04-12-2024,17.42,web,Email Campaign
user_372,04-10-2024,59.63,web,Organic Search
user_372,07-12-2024,18.99,web,Referral
user_373,22-12-2024,82.15,app,Google Ads
user_373,04-09-2024,85.38,web,Referral
user_373,07-08-2024,7.43,app,Organic Search
user_374,15-10-2024,81.84,app,Email Campaign
user_374,03-08-2024,86.44,app,Google Ads
user_374,02-08-2024,70.58,app,Email Campaign
user_374,30-11-2024,36.50,web,Organic Search
user_374,22-08-2024,28.14,web,Referral
user_374,10-10-2024,86.83,web,Facebook Ads
user_375,24-08-2024,27.38,app,Organic Search
user_375,24-11-2024,32.50,app,Google Ads
user_375,10-06-2024,71.98,app,Referral
user_375,28-03-2024,87.94,web,Organic Search
user_375,23-02-2024,50.17,app,Referral
user_376,11-06-2024,84.46,web,Facebook Ads
user_376,12-04-2024,73.44,web,Google Ads
user_376,23-09-2024,80.34,app,Organic Search
user_376,02-08-2024,15.01,app,Email Campaign
user_376,22-12-2024,39.48,app,Referral
user_376,09-07-2024,63.14,web,Facebook Ads
user_377,23-10-2024,86.94,web,Organic Search
user_377,03-08-2024,94.50,web,Email Campaign
user_377,08-10-2024,6.02,web,Google Ads
user_377,29-02-2024,40.07,web,Google Ads
user_377,03-05-2024,20.91,web,Email Campaign
user_378,20-02-2024,98.36,web,Google Ads
user_378,05-05-2024,61.56,web,Email Campaign
user_378,08-10-2024,82.67,app,Facebook Ads
user_378,07-06-2024,68.99,web,Facebook Ads
user_378,15-06-2024,93.43,web,Google Ads
user_378,27-12-2024,29.66,web,Organic Search
user_378,21-05-2024,59.22,web,Facebook Ads
user_378,09-08-2024,15.01,web,Facebook Ads
user_379,09-09-2024,73.78,app,Google Ads
user_379,05-06-2024,16.32,web,Facebook Ads
user_379,22-11-2024,75.68,app,Facebook Ads
user_379,17-09-2024,76.19,app,Facebook Ads
user_379,30-08-2024,76.27,web,Google Ads
user_380,17-07-2024,37.42,web,Email Campaign
user_380,05-04-2024,78.45,web,Facebook Ads
user_380,26-11-2024,8.58,app,Facebook Ads
user_380,02-05-2024,58.43,web,Facebook Ads
user_380,28-07-2024,89.22,web,Facebook Ads
user_380,28-10-2024,72.11,web,Organic Search
user_381,27-12-2024,6.74,app,Organic Search
user_381,04-09-2024,95.38,web,Organic Search
user_382,05-12-2024,97.86,app,Organic Search
user_383,18-05-2024,84.80,web,Facebook Ads
user_383,14-10-2024,99.41,web,Google Ads
user_383,04-09-2024,79.40,web,Organic Search
user_383,07-04-2024,11.70,app,Email Campaign
user_383,14-12-2024,87.14,web,Google Ads
user_383,07-08-2024,50.27,app,Referral
user_383,11-04-2024,50.87,web,Referral
user_383,15-04-2024,84.46,web,Google Ads
user_383,15-08-2024,89.38,web,Referral
user_385,29-08-2024,71.59,web,Google Ads
user_385,22-08-2024,80.66,app,Referral
user_385,11-08-2024,19.80,web,Organic Search
user_385,19-05-2024,22.67,app,Email Campaign
user_385,18-05-2024,97.11,app,Referral
user_385,22-07-2024,86.03,web,Email Campaign
user_386,30-05-2024,53.27,web,Email Campaign
user_386,26-07-2024,77.96,web,Email Campaign
user_387,21-09-2024,55.46,app,Facebook Ads
user_387,07-05-2024,71.17,app,Google Ads
user_388,25-11-2024,68.78,app,Facebook Ads
user_389,10-11-2024,70.44,web,Referral
user_389,24-10-2024,45.47,app,Facebook Ads
user_389,19-10-2024,62.09,web,Organic Search
user_389,24-10-2024,23.35,web,Facebook Ads
user_389,06-08-2024,40.93,web,Email Campaign
user_390,14-10-2024,73.90,web,Email Campaign
user_390,11-09-2024,12.66,web,Google Ads
user_390,24-12-2024,27.00,app,Google Ads
user_390,16-12-2024,37.57,web,Facebook Ads
user_390,03-11-2024,24.55,app,Email Campaign
user_391,29-11-2024,12.69,app,Facebook Ads
user_392,05-05-2024,24.12,app,Email Campaign
user_392,23-09-2024,5.36,web,Organic Search
user_392,31-05-2024,9.71,web,Referral
user_392,17-10-2024,75.67,app,Google Ads
user_392,16-07-2024,37.50,app,Facebook Ads
user_393,24-07-2024,82.12,web,Organic Search
user_393,27-06-2024,85.60,web,Referral
user_394,11-06-2024,75.45,app,Email Campaign
user_395,13-03-2024,43.18,web,Facebook Ads
user_396,16-10-2024,65.30,web,Google Ads
user_396,05-11-2024,24.39,web,Facebook Ads
user_396,03-10-2024,50.85,web,Referral
user_396,11-08-2024,72.94,app,Referral
user_397,22-12-2024,54.88,app,Facebook Ads
user_401,14-12-2024,34.39,app,Email Campaign
user_401,25-09-2024,21.95,web,Referral
user_401,18-07-2024,63.34,web,Organic Search
user_401,04-12-2024,24.66,app,Email Campaign
user_402,19-03-2024,31.04,app,Email Campaign
user_402,31-03-2024,79.96,web,Organic Search
user_402,09-06-2024,32.22,web,Email Campaign
user_402,30-11-2024,71.91,app,Email Campaign
user_402,12-04-2024,34.10,web,Facebook Ads
user_402,26-07-2024,23.32,web,Facebook Ads
user_402,24-08-2024,83.06,web,Organic Search
user_403,16-09-2024,21.59,app,Email Campaign
user_404,08-09-2024,60.36,web,Referral
user_404,19-07-2024,73.51,web,Email Campaign
user_404,16-09-2024,51.53,web,Organic Search
user_404,31-08-2024,54.33,web,Referral
user_405,31-10-2024,86.32,app,Email Campaign
user_405,06-11-2024,92.65,web,Google Ads
user_406,19-08-2024,35.02,app,Facebook Ads
user_406,28-11-2024,64.23,web,Organic Search
user_406,03-11-2024,97.38,web,Email Campaign
user_406,01-09-2024,27.48,web,Organic Search
user_406,24-07-2024,12.12,web,Referral
user_407,29-07-2024,98.21,web,Facebook Ads
user_407,23-08-2024,10.01,app,Email Campaign
user_407,30-08-2024,57.01,app,Facebook Ads
user_407,15-07-2024,14.55,web,Referral
user_407,15-10-2024,38.27,web,Referral
user_408,10-11-2024,87.51,web,Google Ads
user_408,07-07-2024,71.58,web,Organic Search
user_409,12-12-2024,92.84,web,Facebook Ads
user_409,20-09-2024,57.00,web,Email Campaign
user_410,17-09-2024,91.09,app,Facebook Ads
user_410,18-09-2024,86.76,web,Email Campaign
user_410,29-09-2024,37.86,web,Referral
user_410,04-08-2024,20.26,web,Organic Search
user_412,14-06-2024,43.23,web,Referral
user_412,19-11-2024,50.05,web,Facebook Ads
user_412,03-10-2024,35.99,web,Email Campaign
user_412,10-12-2024,85.49,web,Organic Search
user_412,26-09-2024,37.48,app,Email Campaign
user_413,03-11-2024,56.14,app,Referral
user_414,23-11-2024,94.43,web,Organic Search
user_415,21-12-2024,25.44,web,Email Campaign
user_416,03-11-2024,34.48,web,Organic Search
user_416,31-05-2024,33.93,app,Facebook Ads
user_416,22-12-2024,40.83,app,Organic Search
user_416,30-05-2024,87.61,web,Organic Search
user_416,23-07-2024,67.09,web,Referral
user_417,08-10-2024,26.69,web,Email Campaign
user_417,11-09-2024,20.96,web,Organic Search
user_418,17-05-2024,37.20,app,Referral
user_418,27-05-2024,44.02,web,Facebook Ads
user_418,17-05-2024,70.71,web,Organic Search
user_418,05-07-2024,86.40,web,Facebook Ads
user_418,17-06-2024,55.93,app,Organic Search
user_419,03-11-2024,86.98,web,Google Ads
user_419,26-09-2024,57.22,web,Referral
user_420,24-11-2024,10.19,app,Email Campaign
user_420,08-10-2024,86.50,web,Facebook Ads
user_420,02-11-2024,53.75,app,Organic Search
user_421,30-12-2024,36.61,app,Email Campaign
user_421,29-10-2024,98.87,web,Email Campaign
user_421,14-09-2024,72.42,app,Organic Search
user_421,05-12-2024,96.33,web,Email Campaign
user_421,23-10-2024,7.08,app,Google Ads
user_422,23-12-2024,32.57,web,Email Campaign
user_423,12-11-2024,80.24,app,Referral
user_423,27-12-2024,53.42,app,Facebook Ads
user_423,10-11-2024,63.43,app,Referral
user_423,04-10-2024,89.59,web,Email Campaign
user_423,23-04-2024,35.81,app,Organic Search
user_423,15-10-2024,60.82,app,Organic Search
user_423,24-11-2024,47.52,app,Email Campaign
user_424,13-08-2024,13.26,web,Organic Search
user_424,20-05-2024,80.45,web,Organic Search
user_424,21-09-2024,69.57,web,Facebook Ads
user_424,05-04-2024,94.53,app,Organic Search
user_424,07-11-2024,47.74,web,Google Ads
user_425,21-11-2024,88.85,web,Referral
user_426,12-12-2024,71.02,web,Google Ads
user_426,30-07-2024,85.93,app,Google Ads
user_426,19-11-2024,37.96,web,Referral
user_428,24-08-2024,27.42,web,Referral
user_428,10-09-2024,85.26,web,Referral
user_428,05-05-2024,67.16,app,Facebook Ads
user_428,28-06-2024,60.40,app,Referral
user_429,25-08-2024,28.18,app,Organic Search
user_429,28-04-2024,28.53,web,Referral
user_430,18-12-2024,30.34,web,Email Campaign
user_430,27-09-2024,83.07,web,Google Ads
user_431,11-10-2024,5.65,app,Facebook Ads
user_431,29-06-2024,54.64,web,Google Ads
user_431,29-10-2024,43.49,web,Organic Search
user_431,24-12-2024,41.18,web,Facebook Ads
user_431,31-10-2024,51.75,app,Organic Search
user_432,09-11-2024,7.88,app,Facebook Ads
user_432,15-02-2024,17.71,app,Organic Search
user_433,01-10-2024,56.76,web,Google Ads
user_434,09-12-2024,44.06,app,Organic Search
user_434,03-12-2024,39.83,web,Referral
user_434,11-10-2024,95.69,app,Google Ads
user_435,18-08-2024,53.06,app,Referral
user_435,11-11-2024,39.17,web,Google Ads
user_436,29-11-2024,43.87,web,Organic Search
user_436,05-10-2024,33.89,app,Organic Search
user_436,21-11-2024,70.83,app,Google Ads
user_436,26-09-2024,91.93,web,Email Campaign
user_437,19-09-2024,54.24,app,Email Campaign
user_438,15-08-2024,9.86,web,Email Campaign
user_438,14-08-2024,93.32,web,Referral
user_438,25-12-2024,33.31,web,Email Campaign
user_439,23-11-2024,78.71,app,Referral
user_439,27-06-2024,46.67,web,Email Campaign
user_439,18-05-2024,66.41,web,Email Campaign
user_439,29-12-2024,65.70,web,Organic Search
user_439,15-08-2024,30.19,web,Referral
user_439,20-06-2024,25.93,web,Organic Search
user_440,05-06-2024,55.18,web,Organic Search
user_441,28-09-2024,17.26,app,Email Campaign
user_441,06-08-2024,47.26,app,Organic Search
user_441,08-05-2024,41.74,app,Email Campaign
user_441,10-11-2024,72.48,web,Google Ads
user_442,29-10-2024,46.49,web,Email Campaign
user_442,14-05-2024,7.34,web,Organic Search
user_442,24-05-2024,43.75,web,Facebook Ads
user_442,02-08-2024,13.72,web,Organic Search
user_442,12-11-2024,53.85,web,Referral
user_442,14-08-2024,77.95,app,Referral
user_443,28-08-2024,14.22,web,Email Campaign
user_443,15-09-2024,86.54,web,Email Campaign
user_443,18-07-2024,31.14,web,Email Campaign
user_446,02-11-2024,89.63,web,Organic Search
user_448,26-09-2024,57.30,web,Email Campaign
user_449,16-11-2024,62.55,web,Email Campaign
user_449,22-12-2024,76.88,web,Referral
user_451,19-11-2024,82.85,web,Google Ads
user_451,12-09-2024,31.05,web,Organic Search
user_452,18-09-2024,24.56,web,Organic Search
